0,0,-0.0313,0,-0.0313,0,0
0,0,0,0,0,0,0
-0.0313,0,0.3125,0,0.3125,0,-0.0313
0,0,0,0,0,0,0
-0.0313,0,0.3125,0,0.3125,0,-0.0313
0,0,0,0,0,0,0
0,0,-0.0313,0,-0.0313,0,0
